rank,accuracy,error,rep,fold,top_m,K,condition,reconstruction
0.7920000000000006,0.03333333333333333,0.3234666666666666,7,0,4,10,intact,top_m_global
0.7884111111111113,0.03666666666666667,0.3098111111111111,7,1,4,10,intact,top_m_global
0.7955666666666668,0.02666666666666667,0.31382222222222195,8,0,4,10,intact,top_m_global
0.7950000000000007,0.04666666666666667,0.31293333333333323,8,1,4,10,intact,top_m_global
0.7816444444444446,0.02,0.3105666666666662,9,0,4,10,intact,top_m_global
0.7816111111111111,0.03666666666666667,0.31887777777777765,9,1,4,10,intact,top_m_global
0.7955555555555563,0.02666666666666667,0.34271111111111074,10,0,4,10,intact,top_m_global
0.7958111111111111,0.02,0.32649999999999985,10,1,4,10,intact,top_m_global
0.7996111111111119,0.02,0.30074444444444404,11,0,4,10,intact,top_m_global
0.782655555555556,0.02,0.3414777777777779,11,1,4,10,intact,top_m_global
0.783744444444444,0.03666666666666667,0.32596666666666635,12,0,4,10,intact,top_m_global
0.7890777777777785,0.016666666666666666,0.3127111111111107,12,1,4,10,intact,top_m_global
0.7916000000000007,0.02666666666666667,0.32496666666666646,13,0,4,10,intact,top_m_global
