rank,accuracy,error,rep,fold,condition,K,reconstruction
0.8192111111111112,0.03,0.3125222222222219,13,1,intact,10,all_archetypes
0.8241111111111113,0.06,0.2686999999999997,14,0,intact,10,all_archetypes
0.8186333333333341,0.04666666666666667,0.2718555555555555,14,1,intact,10,all_archetypes
0.8086222222222226,0.06333333333333334,0.2904222222222219,15,0,intact,10,all_archetypes
0.8063333333333331,0.04666666666666667,0.2815888888888888,15,1,intact,10,all_archetypes
0.805922222222223,0.04,0.2719444444444443,16,0,intact,10,all_archetypes
0.816222222222223,0.043333333333333335,0.2681222222222221,16,1,intact,10,all_archetypes
0.8017222222222227,0.04,0.29201111111111083,17,0,intact,10,all_archetypes
0.7994111111111114,0.056666666666666664,0.24832222222222222,17,1,intact,10,all_archetypes
0.822888888888889,0.05333333333333334,0.25662222222222225,18,0,intact,10,all_archetypes
0.8188444444444452,0.06333333333333334,0.25818888888888847,18,1,intact,10,all_archetypes
0.8128777777777781,0.06666666666666667,0.2853444444444442,19,0,intact,10,all_archetypes
0.8124444444444446,0.04,0.2579999999999998,19,1,intact,10,all_archetypes
0.5211222222222222,0.01,0.30773333333333336,0,0,rest,10,all_archetypes
0.525277777777778,0.006666666666666667,0.3803888888888886,0,1,rest,10,all_archetypes
0.5286888888888888,0.006666666666666667,0.31178888888888856,1,0,rest,10,all_archetypes
0.5323111111111115,0.01,0.37031111111111126,1,1,rest,10,all_archetypes
0.5560555555555554,0.0033333333333333335,0.31577777777777805,2,0,rest,10,all_archetypes
0.5545,0.01,0.3156444444444445,2,1,rest,10,all_archetypes
0.5222888888888887,0.0033333333333333335,0.3803666666666667,3,0,rest,10,all_archetypes
0.5119,0.0,0.32383333333333336,3,1,rest,10,all_archetypes
0.5030444444444444,0.0033333333333333335,0.3207666666666667,4,0,rest,10,all_archetypes
0.49824444444444427,0.006666666666666667,0.328611111111111,4,1,rest,10,all_archetypes
0.5362666666666669,0.01,0.33107777777777786,5,0,rest,10,all_archetypes
0.5436333333333334,0.006666666666666667,0.30706666666666665,5,1,rest,10,all_archetypes
0.5314555555555561,0.006666666666666667,0.3825444444444445,6,0,rest,10,all_archetypes
0.5273999999999998,0.0,0.3422222222222219,6,1,rest,10,all_archetypes
0.49648888888888887,0.0033333333333333335,0.35853333333333337,7,0,rest,10,all_archetypes
0.49104444444444445,0.0,0.34905555555555573,7,1,rest,10,all_archetypes
0.5476333333333331,0.0,0.3356444444444443,8,0,rest,10,all_archetypes
0.5477222222222224,0.0033333333333333335,0.3463111111111113,8,1,rest,10,all_archetypes
0.5002444444444444,0.0033333333333333335,0.35235555555555564,9,0,rest,10,all_archetypes
0.49854444444444473,0.0033333333333333335,0.3567111111111112,9,1,rest,10,all_archetypes
0.5419111111111111,0.0033333333333333335,0.34034444444444445,10,0,rest,10,all_archetypes
0.5505666666666662,0.0033333333333333335,0.37242222222222254,10,1,rest,10,all_archetypes
0.48102222222222224,0.0033333333333333335,0.3737666666666667,11,0,rest,10,all_archetypes
0.48357777777777783,0.006666666666666667,0.3188666666666668,11,1,rest,10,all_archetypes
0.5572666666666664,0.013333333333333334,0.34601111111111105,12,0,rest,10,all_archetypes
0.5542000000000001,0.016666666666666666,0.3261222222222222,12,1,rest,10,all_archetypes
0.5573444444444443,0.01,0.3378888888888888,13,0,rest,10,all_archetypes
0.554211111111111,0.0033333333333333335,0.35074444444444436,13,1,rest,10,all_archetypes
0.5406666666666672,0.01,0.3572555555555556,14,0,rest,10,all_archetypes
0.5343777777777781,0.0033333333333333335,0.34944444444444417,14,1,rest,10,all_archetypes
0.5180444444444445,0.0033333333333333335,0.34861111111111126,15,0,rest,10,all_archetypes
0.5247888888888889,0.0033333333333333335,0.3690000000000001,15,1,rest,10,all_archetypes
0.503077777777778,0.01,0.3413222222222224,16,0,rest,10,all_archetypes
0.49267777777777755,0.01,0.3721555555555554,16,1,rest,10,all_archetypes
0.5376222222222222,0.01,0.34258888888888905,17,0,rest,10,all_archetypes
0.5350000000000003,0.0033333333333333335,0.33947777777777793,17,1,rest,10,all_archetypes
0.5178222222222224,0.0033333333333333335,0.30903333333333316,18,0,rest,10,all_archetypes
0.5145444444444441,0.01,0.3383333333333332,18,1,rest,10,all_archetypes
0.5370444444444445,0.01,0.3052777777777778,19,0,rest,10,all_archetypes
0.5400333333333333,0.006666666666666667,0.3651444444444447,19,1,rest,10,all_archetypes
0.7055777777777779,0.04666666666666667,0.29492222222222236,0,0,word,10,all_archetypes
0.713677777777778,0.043333333333333335,0.29393333333333327,0,1,word,10,all_archetypes
0.6857555555555556,0.043333333333333335,0.28519999999999995,1,0,word,10,all_archetypes
0.692077777777778,0.043333333333333335,0.3102,1,1,word,10,all_archetypes
0.6714222222222221,0.02666666666666667,0.2952888888888887,2,0,word,10,all_archetypes
0.6697333333333333,0.03333333333333333,0.30897777777777763,2,1,word,10,all_archetypes
0.703277777777778,0.05,0.34576666666666683,3,0,word,10,all_archetypes
0.6975444444444442,0.04,0.29681111111111086,3,1,word,10,all_archetypes
0.6999222222222221,0.03666666666666667,0.3283333333333333,4,0,word,10,all_archetypes
0.695688888888889,0.02666666666666667,0.28210000000000024,4,1,word,10,all_archetypes
0.6797444444444446,0.03333333333333333,0.3153444444444443,5,0,word,10,all_archetypes
0.6862444444444444,0.03,0.31714444444444445,5,1,word,10,all_archetypes
0.7113777777777779,0.02,0.307522222222222,6,0,word,10,all_archetypes
0.7120444444444445,0.01,0.28948888888888863,6,1,word,10,all_archetypes
0.702744444444444,0.016666666666666666,0.33991111111111105,7,0,word,10,all_archetypes
0.6978444444444444,0.02666666666666667,0.2986222222222224,7,1,word,10,all_archetypes
0.6915666666666663,0.03666666666666667,0.27148888888888884,8,0,word,10,all_archetypes
0.6974999999999999,0.043333333333333335,0.27792222222222196,8,1,word,10,all_archetypes
0.7000444444444445,0.02,0.2897444444444444,9,0,word,10,all_archetypes
0.6915666666666662,0.02,0.3270333333333333,9,1,word,10,all_archetypes
0.7190777777777778,0.023333333333333334,0.2893555555555554,10,0,word,10,all_archetypes
